code,indicateur,annee,valeur
SP.POP.GROW,Croissance démographique (%),1986,2.87458943199436
SP.POP.GROW,Croissance démographique (%),1987,2.91341593418838
SP.POP.GROW,Croissance démographique (%),1988,2.89611580449774
SP.POP.GROW,Croissance démographique (%),1989,2.87460998220746
SP.POP.GROW,Croissance démographique (%),1990,2.86848639350223
SP.POP.GROW,Croissance démographique (%),1991,2.84196309841074
SP.POP.GROW,Croissance démographique (%),1992,2.79707003044845
SP.POP.GROW,Croissance démographique (%),1993,2.75172642740774
SP.POP.GROW,Croissance démographique (%),1994,2.67683552339622
SP.POP.GROW,Croissance démographique (%),1995,2.56448010712284
SP.POP.GROW,Croissance démographique (%),1996,2.44401329997373
SP.POP.GROW,Croissance démographique (%),1997,2.35950995516652
SP.POP.GROW,Croissance démographique (%),1998,2.33643949046346
SP.POP.GROW,Croissance démographique (%),1999,2.37025662196919
SP.POP.GROW,Croissance démographique (%),2000,2.41009917724256
SP.POP.GROW,Croissance démographique (%),2001,2.42496943712898
SP.POP.GROW,Croissance démographique (%),2002,2.44966153599012
SP.POP.GROW,Croissance démographique (%),2003,2.40684962152091
SP.POP.GROW,Croissance démographique (%),2004,2.34632515714346
SP.POP.GROW,Croissance démographique (%),2005,2.33918136359556
SP.POP.GROW,Croissance démographique (%),2006,2.32792929230269
SP.POP.GROW,Croissance démographique (%),2007,2.32279384441662
SP.POP.GROW,Croissance démographique (%),2008,2.3395118470328
SP.POP.GROW,Croissance démographique (%),2009,2.36561415953051
SP.POP.GROW,Croissance démographique (%),2010,2.38690195279185
SP.POP.GROW,Croissance démographique (%),2011,2.52791519909846
SP.POP.GROW,Croissance démographique (%),2012,2.67702425205872
SP.POP.GROW,Croissance démographique (%),2013,2.96345954605318
SP.POP.GROW,Croissance démographique (%),2014,3.16757470346908
SP.POP.GROW,Croissance démographique (%),2015,3.07014792428801
SP.POP.GROW,Croissance démographique (%),2016,2.97843134010735
SP.POP.GROW,Croissance démographique (%),2017,2.88769908740551
SP.POP.GROW,Croissance démographique (%),2018,2.8004569855314
SP.POP.GROW,Croissance démographique (%),2019,2.71760793051867
SP.POP.GROW,Croissance démographique (%),2020,2.63303572524896
SP.POP.GROW,Croissance démographique (%),2021,2.53848919398481
SP.POP.GROW,Croissance démographique (%),2022,2.46764281803509
SP.POP.GROW,Croissance démographique (%),2023,2.38738348832592
SP.POP.GROW,Croissance démographique (%),2024,2.32058603495657
SP.POP.TOTL,Population totale,1960,3340907.0
SP.POP.TOTL,Population totale,1961,3436375.0
SP.POP.TOTL,Population totale,1962,3534686.0
SP.POP.TOTL,Population totale,1963,3635876.0
SP.POP.TOTL,Population totale,1964,3740535.0
SP.POP.TOTL,Population totale,1965,3849788.0
SP.POP.TOTL,Population totale,1966,3964299.0
SP.POP.TOTL,Population totale,1967,4083870.0
SP.POP.TOTL,Population totale,1968,4207587.0
SP.POP.TOTL,Population totale,1969,4334974.0
SP.POP.TOTL,Population totale,1970,4466328.0
SP.POP.TOTL,Population totale,1971,4601864.0
SP.POP.TOTL,Population totale,1972,4741631.0
SP.POP.TOTL,Population totale,1973,4885181.0
SP.POP.TOTL,Population totale,1974,5029437.0
SP.POP.TOTL,Population totale,1975,5170810.0
SP.POP.TOTL,Population totale,1976,5308564.0
SP.POP.TOTL,Population totale,1977,5439549.0
SP.POP.TOTL,Population totale,1978,5568096.0
SP.POP.TOTL,Population totale,1979,5702895.0
SP.POP.TOTL,Population totale,1980,5845638.0
SP.POP.TOTL,Population totale,1981,5997160.0
SP.POP.TOTL,Population totale,1982,6156961.0
SP.POP.TOTL,Population totale,1983,6324504.0
SP.POP.TOTL,Population totale,1984,6499364.0
SP.POP.TOTL,Population totale,1985,6683287.0
SP.POP.TOTL,Population totale,1986,6878192.0
SP.POP.TOTL,Population totale,1987,7081530.0
SP.POP.TOTL,Population totale,1988,7289618.0
SP.POP.TOTL,Population totale,1989,7502207.0
SP.POP.TOTL,Population totale,1990,7720523.0
SP.POP.TOTL,Population totale,1991,7943085.0
SP.POP.TOTL,Population totale,1992,8168395.0
SP.POP.TOTL,Population totale,1993,8396288.0
SP.POP.TOTL,Population totale,1994,8624078.0
SP.POP.TOTL,Population totale,1995,8848101.0
SP.POP.TOTL,Population totale,1996,9067014.0
SP.POP.TOTL,Population totale,1997,9283495.0
SP.POP.TOTL,Population totale,1998,9502952.0
SP.POP.TOTL,Population totale,1999,9730887.0
SP.POP.TOTL,Population totale,2000,9968260.0
SP.POP.TOTL,Population totale,2001,10212942.0
SP.POP.TOTL,Population totale,2002,10466214.0
SP.POP.TOTL,Population totale,2003,10721176.0
SP.POP.TOTL,Population totale,2004,10975704.0
SP.POP.TOTL,Population totale,2005,11235472.0
SP.POP.TOTL,Population totale,2006,11500094.0
SP.POP.TOTL,Population totale,2007,11770344.0
SP.POP.TOTL,Population totale,2008,12048959.0
SP.POP.TOTL,Population totale,2009,12337389.0
SP.POP.TOTL,Population totale,2010,12635413.0
SP.POP.TOTL,Population totale,2011,12958897.0
SP.POP.TOTL,Population totale,2012,13310495.0
SP.POP.TOTL,Population totale,2013,13710849.0
SP.POP.TOTL,Population totale,2014,14152102.0
SP.POP.TOTL,Population totale,2015,14593331.0
SP.POP.TOTL,Population totale,2016,15034521.0
SP.POP.TOTL,Population totale,2017,15475002.0
SP.POP.TOTL,Population totale,2018,15914498.0
SP.POP.TOTL,Population totale,2019,16352922.0
SP.POP.TOTL,Population totale,2020,16789219.0
SP.POP.TOTL,Population totale,2021,17220867.0
SP.POP.TOTL,Population totale,2022,17651103.0
SP.POP.TOTL,Population totale,2023,18077573.0
SP.POP.TOTL,Population totale,2024,18501984.0
SP.URB.TOTL.IN.ZS,Population urbaine (%),1960,22.6143820537868
SP.URB.TOTL.IN.ZS,Population urbaine (%),1961,22.8452558149389
SP.URB.TOTL.IN.ZS,Population urbaine (%),1962,23.3384454983395
SP.URB.TOTL.IN.ZS,Population urbaine (%),1963,24.0754335379086
SP.URB.TOTL.IN.ZS,Population urbaine (%),1964,24.999368992554
SP.URB.TOTL.IN.ZS,Population urbaine (%),1965,26.0534009211832
SP.URB.TOTL.IN.ZS,Population urbaine (%),1966,27.180678382704
SP.URB.TOTL.IN.ZS,Population urbaine (%),1967,28.3243504360241
SP.URB.TOTL.IN.ZS,Population urbaine (%),1968,29.427566140051
SP.URB.TOTL.IN.ZS,Population urbaine (%),1969,30.4334745536924
SP.URB.TOTL.IN.ZS,Population urbaine (%),1970,31.285224735856
SP.URB.TOTL.IN.ZS,Population urbaine (%),1971,31.9442434147881
SP.URB.TOTL.IN.ZS,Population urbaine (%),1972,32.5068747527782
SP.URB.TOTL.IN.ZS,Population urbaine (%),1973,33.0227731241423
SP.URB.TOTL.IN.ZS,Population urbaine (%),1974,33.4982797776148
SP.URB.TOTL.IN.ZS,Population urbaine (%),1975,33.9429165602491
SP.URB.TOTL.IN.ZS,Population urbaine (%),1976,34.36651179273
SP.URB.TOTL.IN.ZS,Population urbaine (%),1977,34.7794251098707
SP.URB.TOTL.IN.ZS,Population urbaine (%),1978,35.1840286724051
SP.URB.TOTL.IN.ZS,Population urbaine (%),1979,35.5789615992574
SP.URB.TOTL.IN.ZS,Population urbaine (%),1980,35.963042872512
SP.URB.TOTL.IN.ZS,Population urbaine (%),1981,36.3350914742532
SP.URB.TOTL.IN.ZS,Population urbaine (%),1982,36.6939263865655
SP.URB.TOTL.IN.ZS,Population urbaine (%),1983,37.0383665915331
SP.URB.TOTL.IN.ZS,Population urbaine (%),1984,37.3672310712406
SP.URB.TOTL.IN.ZS,Population urbaine (%),1985,37.6793388077723
SP.URB.TOTL.IN.ZS,Population urbaine (%),1986,37.9735087832125
SP.URB.TOTL.IN.ZS,Population urbaine (%),1987,38.2485599796457
SP.URB.TOTL.IN.ZS,Population urbaine (%),1988,38.5031519344395
SP.URB.TOTL.IN.ZS,Population urbaine (%),1989,38.7355083854582
SP.URB.TOTL.IN.ZS,Population urbaine (%),1990,38.9466557465895
SP.URB.TOTL.IN.ZS,Population urbaine (%),1991,39.1402262390545
SP.URB.TOTL.IN.ZS,Population urbaine (%),1992,39.3197068566225
SP.URB.TOTL.IN.ZS,Population urbaine (%),1993,39.4885845930629
SP.URB.TOTL.IN.ZS,Population urbaine (%),1994,39.6503464421449
SP.URB.TOTL.IN.ZS,Population urbaine (%),1995,39.808479397638
SP.URB.TOTL.IN.ZS,Population urbaine (%),1996,39.9664704533115
SP.URB.TOTL.IN.ZS,Population urbaine (%),1997,40.1278066029348
SP.URB.TOTL.IN.ZS,Population urbaine (%),1998,40.2959748402772
SP.URB.TOTL.IN.ZS,Population urbaine (%),1999,40.474462159108
SP.URB.TOTL.IN.ZS,Population urbaine (%),2000,40.6667555531967
SP.URB.TOTL.IN.ZS,Population urbaine (%),2001,40.8763420163126
SP.URB.TOTL.IN.ZS,Population urbaine (%),2002,41.1081471561292
SP.URB.TOTL.IN.ZS,Population urbaine (%),2003,41.35893934855
SP.URB.TOTL.IN.ZS,Population urbaine (%),2004,41.6248193895895
SP.URB.TOTL.IN.ZS,Population urbaine (%),2005,41.9057599695838
SP.URB.TOTL.IN.ZS,Population urbaine (%),2006,42.2046413043069
SP.URB.TOTL.IN.ZS,Population urbaine (%),2007,42.524343609533
SP.URB.TOTL.IN.ZS,Population urbaine (%),2008,42.867747101036
SP.URB.TOTL.IN.ZS,Population urbaine (%),2009,43.23773199459
SP.URB.TOTL.IN.ZS,Population urbaine (%),2010,43.6371785059692
SP.URB.TOTL.IN.ZS,Population urbaine (%),2011,44.0689668509475
SP.URB.TOTL.IN.ZS,Population urbaine (%),2012,44.5359772452989
SP.URB.TOTL.IN.ZS,Population urbaine (%),2013,45.0398750539456
SP.URB.TOTL.IN.ZS,Population urbaine (%),2014,45.6020905341588
SP.URB.TOTL.IN.ZS,Population urbaine (%),2015,46.2747669629858
SP.URB.TOTL.IN.ZS,Population urbaine (%),2016,47.0553579909929
SP.URB.TOTL.IN.ZS,Population urbaine (%),2017,47.9338349639053
SP.URB.TOTL.IN.ZS,Population urbaine (%),2018,48.9001692274485
SP.URB.TOTL.IN.ZS,Population urbaine (%),2019,49.9443321273477
SP.URB.TOTL.IN.ZS,Population urbaine (%),2020,51.0562950093282
SP.URB.TOTL.IN.ZS,Population urbaine (%),2021,52.2260292191155
SP.URB.TOTL.IN.ZS,Population urbaine (%),2022,53.4435061024348
SP.URB.TOTL.IN.ZS,Population urbaine (%),2023,54.6992276190794
SP.URB.TOTL.IN.ZS,Population urbaine (%),2024,55.2368169057304
