annee,code,valeur,source
2013,SP.POP.1564.TO.ZS,53.7401403808036,Banque mondiale
2014,SP.POP.1564.TO.ZS,53.8844213348809,Banque mondiale
2015,SP.POP.1564.TO.ZS,54.1120274086851,Banque mondiale
2016,SP.POP.1564.TO.ZS,54.3968395932547,Banque mondiale
2017,SP.POP.1564.TO.ZS,54.7454841926833,Banque mondiale
2018,SP.POP.1564.TO.ZS,55.161731926394,Banque mondiale
2019,SP.POP.1564.TO.ZS,55.629971072753,Banque mondiale
2020,SP.POP.1564.TO.ZS,56.1414662545808,Banque mondiale
2021,SP.POP.1564.TO.ZS,56.694618125052,Banque mondiale
2022,SP.POP.1564.TO.ZS,57.2763044893002,Banque mondiale
2023,SP.POP.1564.TO.ZS,57.780014004645,Banque mondiale
2024,SP.POP.1564.TO.ZS,58.1999109338785,Banque mondiale
1960,SP.POP.65UP.TO.ZS,2.8243976860176,Banque mondiale
1961,SP.POP.65UP.TO.ZS,2.79557673420392,Banque mondiale
1962,SP.POP.65UP.TO.ZS,2.77215532410017,Banque mondiale
1963,SP.POP.65UP.TO.ZS,2.75333884415491,Banque mondiale
1964,SP.POP.65UP.TO.ZS,2.73766951282778,Banque mondiale
1965,SP.POP.65UP.TO.ZS,2.72396817694896,Banque mondiale
1966,SP.POP.65UP.TO.ZS,2.7122071266572,Banque mondiale
1967,SP.POP.65UP.TO.ZS,2.70265703854432,Banque mondiale
1968,SP.POP.65UP.TO.ZS,2.69479838506032,Banque mondiale
1969,SP.POP.65UP.TO.ZS,2.68819405701096,Banque mondiale
1970,SP.POP.65UP.TO.ZS,2.68325598604222,Banque mondiale
1971,SP.POP.65UP.TO.ZS,2.67997924319363,Banque mondiale
1972,SP.POP.65UP.TO.ZS,2.67792903727948,Banque mondiale
1973,SP.POP.65UP.TO.ZS,2.67755715474587,Banque mondiale
1974,SP.POP.65UP.TO.ZS,2.67882866412284,Banque mondiale
1975,SP.POP.65UP.TO.ZS,2.68204594637977,Banque mondiale
1976,SP.POP.65UP.TO.ZS,2.68809066708913,Banque mondiale
1977,SP.POP.65UP.TO.ZS,2.69736516759018,Banque mondiale
1978,SP.POP.65UP.TO.ZS,2.70967825360067,Banque mondiale
1979,SP.POP.65UP.TO.ZS,2.72439723372053,Banque mondiale
1980,SP.POP.65UP.TO.ZS,2.74067603912524,Banque mondiale
1981,SP.POP.65UP.TO.ZS,2.75772175848887,Banque mondiale
1982,SP.POP.65UP.TO.ZS,2.77566318838141,Banque mondiale
1983,SP.POP.65UP.TO.ZS,2.79523105685442,Banque mondiale
1984,SP.POP.65UP.TO.ZS,2.81679121347806,Banque mondiale
1985,SP.POP.65UP.TO.ZS,2.84044384450674,Banque mondiale
1986,SP.POP.65UP.TO.ZS,2.86671991709449,Banque mondiale
1987,SP.POP.65UP.TO.ZS,2.8952498333517,Banque mondiale
1988,SP.POP.65UP.TO.ZS,2.92586662291495,Banque mondiale
1989,SP.POP.65UP.TO.ZS,2.95831633000238,Banque mondiale
1990,SP.POP.65UP.TO.ZS,2.99085955705332,Banque mondiale
1991,SP.POP.65UP.TO.ZS,3.02313899448388,Banque mondiale
1992,SP.POP.65UP.TO.ZS,3.05564924321118,Banque mondiale
1993,SP.POP.65UP.TO.ZS,3.08723349456531,Banque mondiale
1994,SP.POP.65UP.TO.ZS,3.11720858739914,Banque mondiale
1995,SP.POP.65UP.TO.ZS,3.14526246931404,Banque mondiale
1996,SP.POP.65UP.TO.ZS,3.17036016487898,Banque mondiale
1997,SP.POP.65UP.TO.ZS,3.19176129248737,Banque mondiale
1998,SP.POP.65UP.TO.ZS,3.20906598286511,Banque mondiale
1999,SP.POP.65UP.TO.ZS,3.2215459906173,Banque mondiale
2000,SP.POP.65UP.TO.ZS,3.22899884232554,Banque mondiale
2001,SP.POP.65UP.TO.ZS,3.2343912263479,Banque mondiale
2002,SP.POP.65UP.TO.ZS,3.27733600707954,Banque mondiale
2003,SP.POP.65UP.TO.ZS,3.34031453265948,Banque mondiale
2004,SP.POP.65UP.TO.ZS,3.38412445415235,Banque mondiale
2005,SP.POP.65UP.TO.ZS,3.42167645471414,Banque mondiale
2006,SP.POP.65UP.TO.ZS,3.45478030637053,Banque mondiale
2007,SP.POP.65UP.TO.ZS,3.48597727840313,Banque mondiale
2008,SP.POP.65UP.TO.ZS,3.51531198670358,Banque mondiale
2009,SP.POP.65UP.TO.ZS,3.54278364733413,Banque mondiale
2010,SP.POP.65UP.TO.ZS,3.56815022857386,Banque mondiale
2011,SP.POP.65UP.TO.ZS,3.58403202001035,Banque mondiale
2012,SP.POP.65UP.TO.ZS,3.59169225455899,Banque mondiale
2013,SP.POP.65UP.TO.ZS,3.57918390028218,Banque mondiale
2014,SP.POP.65UP.TO.ZS,3.54860725101498,Banque mondiale
2015,SP.POP.65UP.TO.ZS,3.52362334286885,Banque mondiale
2016,SP.POP.65UP.TO.ZS,3.5068960130787,Banque mondiale
2017,SP.POP.65UP.TO.ZS,3.498380920997,Banque mondiale
2018,SP.POP.65UP.TO.ZS,3.49937511383095,Banque mondiale
2019,SP.POP.65UP.TO.ZS,3.51051951175819,Banque mondiale
2020,SP.POP.65UP.TO.ZS,3.52746594325007,Banque mondiale
2021,SP.POP.65UP.TO.ZS,3.54310568518721,Banque mondiale
2022,SP.POP.65UP.TO.ZS,3.56339204411192,Banque mondiale
2023,SP.POP.65UP.TO.ZS,3.5903878360666,Banque mondiale
2024,SP.POP.65UP.TO.ZS,3.61772273671508,Banque mondiale
1961,SP.POP.GROW,2.81748096900715,Banque mondiale
1962,SP.POP.GROW,2.82073326778007,Banque mondiale
1963,SP.POP.GROW,2.82256029455455,Banque mondiale
1964,SP.POP.GROW,2.8378577001018,Banque mondiale
1965,SP.POP.GROW,2.87894325241237,Banque mondiale
1966,SP.POP.GROW,2.93109606343671,Banque mondiale
1967,SP.POP.GROW,2.9716025775211,Banque mondiale
1968,SP.POP.GROW,2.98442559728274,Banque mondiale
1969,SP.POP.GROW,2.98262882904199,Banque mondiale
1970,SP.POP.GROW,2.98509819973603,Banque mondiale
1971,SP.POP.GROW,2.98948442892748,Banque mondiale
1972,SP.POP.GROW,2.99197305396704,Banque mondiale
1973,SP.POP.GROW,2.98251676613151,Banque mondiale
1974,SP.POP.GROW,2.91017124088259,Banque mondiale
1975,SP.POP.GROW,2.77212999447369,Banque mondiale
1976,SP.POP.GROW,2.6292016172694,Banque mondiale
1977,SP.POP.GROW,2.43747874841247,Banque mondiale
1978,SP.POP.GROW,2.3357011243472,Banque mondiale
1979,SP.POP.GROW,2.39207763796717,Banque mondiale
1980,SP.POP.GROW,2.47218014471202,Banque mondiale
1981,SP.POP.GROW,2.55902817475478,Banque mondiale
1982,SP.POP.GROW,2.62972878181791,Banque mondiale
1983,SP.POP.GROW,2.68483009110068,Banque mondiale
1984,SP.POP.GROW,2.72727133941746,Banque mondiale
1985,SP.POP.GROW,2.79056064316103,Banque mondiale
1986,SP.POP.GROW,2.87458943199436,Banque mondiale
1987,SP.POP.GROW,2.91341593418838,Banque mondiale
1988,SP.POP.GROW,2.89611580449774,Banque mondiale
1989,SP.POP.GROW,2.87460998220746,Banque mondiale
1990,SP.POP.GROW,2.86848639350223,Banque mondiale
1991,SP.POP.GROW,2.84196309841074,Banque mondiale
1992,SP.POP.GROW,2.79707003044845,Banque mondiale
1993,SP.POP.GROW,2.75172642740774,Banque mondiale
1994,SP.POP.GROW,2.67683552339622,Banque mondiale
1995,SP.POP.GROW,2.56448010712284,Banque mondiale
1996,SP.POP.GROW,2.44401329997373,Banque mondiale
1997,SP.POP.GROW,2.35950995516652,Banque mondiale
1998,SP.POP.GROW,2.33643949046346,Banque mondiale
1999,SP.POP.GROW,2.37025662196919,Banque mondiale
2000,SP.POP.GROW,2.41009917724256,Banque mondiale
2001,SP.POP.GROW,2.42496943712898,Banque mondiale
2002,SP.POP.GROW,2.44966153599012,Banque mondiale
2003,SP.POP.GROW,2.40684962152091,Banque mondiale
2004,SP.POP.GROW,2.34632515714346,Banque mondiale
2005,SP.POP.GROW,2.33918136359556,Banque mondiale
2006,SP.POP.GROW,2.32792929230269,Banque mondiale
2007,SP.POP.GROW,2.32279384441662,Banque mondiale
2008,SP.POP.GROW,2.3395118470328,Banque mondiale
2009,SP.POP.GROW,2.36561415953051,Banque mondiale
2010,SP.POP.GROW,2.38690195279185,Banque mondiale
2011,SP.POP.GROW,2.52791519909846,Banque mondiale
2012,SP.POP.GROW,2.67702425205872,Banque mondiale
2013,SP.POP.GROW,2.96345954605318,Banque mondiale
2014,SP.POP.GROW,3.16757470346908,Banque mondiale
2015,SP.POP.GROW,3.07014792428801,Banque mondiale
2016,SP.POP.GROW,2.97843134010735,Banque mondiale
2017,SP.POP.GROW,2.88769908740551,Banque mondiale
2018,SP.POP.GROW,2.8004569855314,Banque mondiale
2019,SP.POP.GROW,2.71760793051867,Banque mondiale
2020,SP.POP.GROW,2.63303572524896,Banque mondiale
2021,SP.POP.GROW,2.53848919398481,Banque mondiale
2022,SP.POP.GROW,2.46764281803509,Banque mondiale
2023,SP.POP.GROW,2.38738348832592,Banque mondiale
2024,SP.POP.GROW,2.32058603495657,Banque mondiale
1960,SP.POP.TOTL,3340907.0,Banque mondiale
1961,SP.POP.TOTL,3436375.0,Banque mondiale
1962,SP.POP.TOTL,3534686.0,Banque mondiale
1963,SP.POP.TOTL,3635876.0,Banque mondiale
1964,SP.POP.TOTL,3740535.0,Banque mondiale
1965,SP.POP.TOTL,3849788.0,Banque mondiale
1966,SP.POP.TOTL,3964299.0,Banque mondiale
1967,SP.POP.TOTL,4083870.0,Banque mondiale
1968,SP.POP.TOTL,4207587.0,Banque mondiale
1969,SP.POP.TOTL,4334974.0,Banque mondiale
1970,SP.POP.TOTL,4466328.0,Banque mondiale
1971,SP.POP.TOTL,4601864.0,Banque mondiale
1972,SP.POP.TOTL,4741631.0,Banque mondiale
1973,SP.POP.TOTL,4885181.0,Banque mondiale
1974,SP.POP.TOTL,5029437.0,Banque mondiale
1975,SP.POP.TOTL,5170810.0,Banque mondiale
1976,SP.POP.TOTL,5308564.0,Banque mondiale
1977,SP.POP.TOTL,5439549.0,Banque mondiale
1978,SP.POP.TOTL,5568096.0,Banque mondiale
1979,SP.POP.TOTL,5702895.0,Banque mondiale
1980,SP.POP.TOTL,5845638.0,Banque mondiale
1981,SP.POP.TOTL,5997160.0,Banque mondiale
1982,SP.POP.TOTL,6156961.0,Banque mondiale
1983,SP.POP.TOTL,6324504.0,Banque mondiale
1984,SP.POP.TOTL,6499364.0,Banque mondiale
1985,SP.POP.TOTL,6683287.0,Banque mondiale
1986,SP.POP.TOTL,6878192.0,Banque mondiale
1987,SP.POP.TOTL,7081530.0,Banque mondiale
1988,SP.POP.TOTL,7289618.0,Banque mondiale
1989,SP.POP.TOTL,7502207.0,Banque mondiale
1990,SP.POP.TOTL,7720523.0,Banque mondiale
1991,SP.POP.TOTL,7943085.0,Banque mondiale
1992,SP.POP.TOTL,8168395.0,Banque mondiale
1993,SP.POP.TOTL,8396288.0,Banque mondiale
1994,SP.POP.TOTL,8624078.0,Banque mondiale
1995,SP.POP.TOTL,8848101.0,Banque mondiale
1996,SP.POP.TOTL,9067014.0,Banque mondiale
1997,SP.POP.TOTL,9283495.0,Banque mondiale
1998,SP.POP.TOTL,9502952.0,Banque mondiale
1999,SP.POP.TOTL,9730887.0,Banque mondiale
2000,SP.POP.TOTL,9968260.0,Banque mondiale
2001,SP.POP.TOTL,10212942.0,Banque mondiale
2002,SP.POP.TOTL,10466214.0,Banque mondiale
2003,SP.POP.TOTL,10721176.0,Banque mondiale
2004,SP.POP.TOTL,10975704.0,Banque mondiale
2005,SP.POP.TOTL,11235472.0,Banque mondiale
2006,SP.POP.TOTL,11500094.0,Banque mondiale
2007,SP.POP.TOTL,11770344.0,Banque mondiale
2008,SP.POP.TOTL,12048959.0,Banque mondiale
2009,SP.POP.TOTL,12337389.0,Banque mondiale
2010,SP.POP.TOTL,12635413.0,Banque mondiale
2011,SP.POP.TOTL,12958897.0,Banque mondiale
2012,SP.POP.TOTL,13310495.0,Banque mondiale
2013,SP.POP.TOTL,13710849.0,Banque mondiale
2014,SP.POP.TOTL,14152102.0,Banque mondiale
2015,SP.POP.TOTL,14593331.0,Banque mondiale
2016,SP.POP.TOTL,15034521.0,Banque mondiale
2017,SP.POP.TOTL,15475002.0,Banque mondiale
2018,SP.POP.TOTL,15914498.0,Banque mondiale
2019,SP.POP.TOTL,16352922.0,Banque mondiale
2020,SP.POP.TOTL,16789219.0,Banque mondiale
2021,SP.POP.TOTL,17220867.0,Banque mondiale
2022,SP.POP.TOTL,17651103.0,Banque mondiale
2023,SP.POP.TOTL,18077573.0,Banque mondiale
2024,SP.POP.TOTL,18501984.0,Banque mondiale
1960,SP.URB.TOTL.IN.ZS,22.6143820537868,Banque mondiale
1961,SP.URB.TOTL.IN.ZS,22.8452558149389,Banque mondiale
1962,SP.URB.TOTL.IN.ZS,23.3384454983395,Banque mondiale
1963,SP.URB.TOTL.IN.ZS,24.0754335379086,Banque mondiale
1964,SP.URB.TOTL.IN.ZS,24.999368992554,Banque mondiale
1965,SP.URB.TOTL.IN.ZS,26.0534009211832,Banque mondiale
1966,SP.URB.TOTL.IN.ZS,27.180678382704,Banque mondiale
1967,SP.URB.TOTL.IN.ZS,28.3243504360241,Banque mondiale
1968,SP.URB.TOTL.IN.ZS,29.427566140051,Banque mondiale
1969,SP.URB.TOTL.IN.ZS,30.4334745536924,Banque mondiale
1970,SP.URB.TOTL.IN.ZS,31.285224735856,Banque mondiale
1971,SP.URB.TOTL.IN.ZS,31.9442434147881,Banque mondiale
1972,SP.URB.TOTL.IN.ZS,32.5068747527782,Banque mondiale
1973,SP.URB.TOTL.IN.ZS,33.0227731241423,Banque mondiale
1974,SP.URB.TOTL.IN.ZS,33.4982797776148,Banque mondiale
1975,SP.URB.TOTL.IN.ZS,33.9429165602491,Banque mondiale
1976,SP.URB.TOTL.IN.ZS,34.36651179273,Banque mondiale
1977,SP.URB.TOTL.IN.ZS,34.7794251098707,Banque mondiale
1978,SP.URB.TOTL.IN.ZS,35.1840286724051,Banque mondiale
1979,SP.URB.TOTL.IN.ZS,35.5789615992574,Banque mondiale
1980,SP.URB.TOTL.IN.ZS,35.963042872512,Banque mondiale
1981,SP.URB.TOTL.IN.ZS,36.3350914742532,Banque mondiale
1982,SP.URB.TOTL.IN.ZS,36.6939263865655,Banque mondiale
1983,SP.URB.TOTL.IN.ZS,37.0383665915331,Banque mondiale
1984,SP.URB.TOTL.IN.ZS,37.3672310712406,Banque mondiale
1985,SP.URB.TOTL.IN.ZS,37.6793388077723,Banque mondiale
1986,SP.URB.TOTL.IN.ZS,37.9735087832125,Banque mondiale
1987,SP.URB.TOTL.IN.ZS,38.2485599796457,Banque mondiale
1988,SP.URB.TOTL.IN.ZS,38.5031519344395,Banque mondiale
1989,SP.URB.TOTL.IN.ZS,38.7355083854582,Banque mondiale
1990,SP.URB.TOTL.IN.ZS,38.9466557465895,Banque mondiale
1991,SP.URB.TOTL.IN.ZS,39.1402262390545,Banque mondiale
1992,SP.URB.TOTL.IN.ZS,39.3197068566225,Banque mondiale
1993,SP.URB.TOTL.IN.ZS,39.4885845930629,Banque mondiale
1994,SP.URB.TOTL.IN.ZS,39.6503464421449,Banque mondiale
1995,SP.URB.TOTL.IN.ZS,39.808479397638,Banque mondiale
1996,SP.URB.TOTL.IN.ZS,39.9664704533115,Banque mondiale
1997,SP.URB.TOTL.IN.ZS,40.1278066029348,Banque mondiale
1998,SP.URB.TOTL.IN.ZS,40.2959748402772,Banque mondiale
1999,SP.URB.TOTL.IN.ZS,40.474462159108,Banque mondiale
2000,SP.URB.TOTL.IN.ZS,40.6667555531967,Banque mondiale
2001,SP.URB.TOTL.IN.ZS,40.8763420163126,Banque mondiale
2002,SP.URB.TOTL.IN.ZS,41.1081471561292,Banque mondiale
2003,SP.URB.TOTL.IN.ZS,41.35893934855,Banque mondiale
2004,SP.URB.TOTL.IN.ZS,41.6248193895895,Banque mondiale
2005,SP.URB.TOTL.IN.ZS,41.9057599695838,Banque mondiale
2006,SP.URB.TOTL.IN.ZS,42.2046413043069,Banque mondiale
2007,SP.URB.TOTL.IN.ZS,42.524343609533,Banque mondiale
2008,SP.URB.TOTL.IN.ZS,42.867747101036,Banque mondiale
2009,SP.URB.TOTL.IN.ZS,43.23773199459,Banque mondiale
2010,SP.URB.TOTL.IN.ZS,43.6371785059692,Banque mondiale
2011,SP.URB.TOTL.IN.ZS,44.0689668509475,Banque mondiale
2012,SP.URB.TOTL.IN.ZS,44.5359772452989,Banque mondiale
2013,SP.URB.TOTL.IN.ZS,45.0398750539456,Banque mondiale
2014,SP.URB.TOTL.IN.ZS,45.6020905341588,Banque mondiale
2015,SP.URB.TOTL.IN.ZS,46.2747669629858,Banque mondiale
2016,SP.URB.TOTL.IN.ZS,47.0553579909929,Banque mondiale
2017,SP.URB.TOTL.IN.ZS,47.9338349639053,Banque mondiale
2018,SP.URB.TOTL.IN.ZS,48.9001692274485,Banque mondiale
2019,SP.URB.TOTL.IN.ZS,49.9443321273477,Banque mondiale
2020,SP.URB.TOTL.IN.ZS,51.0562950093282,Banque mondiale
2021,SP.URB.TOTL.IN.ZS,52.2260292191155,Banque mondiale
2022,SP.URB.TOTL.IN.ZS,53.4435061024348,Banque mondiale
2023,SP.URB.TOTL.IN.ZS,54.6992276190794,Banque mondiale
2024,SP.URB.TOTL.IN.ZS,55.2368169057304,Banque mondiale
